,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Label
78955,172.16.0.1-192.168.10.50-58130-80-6,172.16.0.1,58130.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
78959,172.16.0.1-192.168.10.50-58144-80-6,172.16.0.1,58144.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
78962,172.16.0.1-192.168.10.50-58158-80-6,172.16.0.1,58158.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79003,172.16.0.1-192.168.10.50-58184-80-6,172.16.0.1,58184.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79008,172.16.0.1-192.168.10.50-58198-80-6,172.16.0.1,58198.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79019,172.16.0.1-192.168.10.50-58224-80-6,172.16.0.1,58224.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79022,172.16.0.1-192.168.10.50-58238-80-6,172.16.0.1,58238.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79026,172.16.0.1-192.168.10.50-58252-80-6,172.16.0.1,58252.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79032,172.16.0.1-192.168.10.50-58278-80-6,172.16.0.1,58278.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79036,172.16.0.1-192.168.10.50-58292-80-6,172.16.0.1,58292.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79039,172.16.0.1-192.168.10.50-58306-80-6,172.16.0.1,58306.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79049,172.16.0.1-192.168.10.50-58332-80-6,172.16.0.1,58332.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79052,172.16.0.1-192.168.10.50-58346-80-6,172.16.0.1,58346.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79055,172.16.0.1-192.168.10.50-58360-80-6,172.16.0.1,58360.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79066,172.16.0.1-192.168.10.50-58386-80-6,172.16.0.1,58386.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79070,172.16.0.1-192.168.10.50-57684-80-6,172.16.0.1,57684.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79076,172.16.0.1-192.168.10.50-58414-80-6,172.16.0.1,58414.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79096,172.16.0.1-192.168.10.50-58454-80-6,172.16.0.1,58454.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79102,172.16.0.1-192.168.10.50-58468-80-6,172.16.0.1,58468.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79110,172.16.0.1-192.168.10.50-58482-80-6,172.16.0.1,58482.0,192.168.10.50,80.0,6.0,6/7/2017 10:25,Web Attack – XSS
79131,172.16.0.1-192.168.10.50-58496-80-6,172.16.0.1,58496.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79217,172.16.0.1-192.168.10.50-58510-80-6,172.16.0.1,58510.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79598,172.16.0.1-192.168.10.50-58550-80-6,172.16.0.1,58550.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79611,172.16.0.1-192.168.10.50-58564-80-6,172.16.0.1,58564.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79652,172.16.0.1-192.168.10.50-58590-80-6,172.16.0.1,58590.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79666,172.16.0.1-192.168.10.50-58604-80-6,172.16.0.1,58604.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79693,172.16.0.1-192.168.10.50-58630-80-6,172.16.0.1,58630.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79696,172.16.0.1-192.168.10.50-58650-80-6,172.16.0.1,58650.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79699,172.16.0.1-192.168.10.50-58664-80-6,172.16.0.1,58664.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79729,172.16.0.1-192.168.10.50-58690-80-6,172.16.0.1,58690.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79732,172.16.0.1-192.168.10.50-58704-80-6,172.16.0.1,58704.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79735,172.16.0.1-192.168.10.50-58718-80-6,172.16.0.1,58718.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79737,172.16.0.1-192.168.10.50-58744-80-6,172.16.0.1,58744.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79739,172.16.0.1-192.168.10.50-58758-80-6,172.16.0.1,58758.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79741,172.16.0.1-192.168.10.50-58772-80-6,172.16.0.1,58772.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79746,172.16.0.1-192.168.10.50-58798-80-6,172.16.0.1,58798.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79748,172.16.0.1-192.168.10.50-58812-80-6,172.16.0.1,58812.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79758,172.16.0.1-192.168.10.50-58838-80-6,172.16.0.1,58838.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79767,172.16.0.1-192.168.10.50-58866-80-6,172.16.0.1,58866.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79775,172.16.0.1-192.168.10.50-58892-80-6,172.16.0.1,58892.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79780,172.16.0.1-192.168.10.50-58906-80-6,172.16.0.1,58906.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79784,172.16.0.1-192.168.10.50-58920-80-6,172.16.0.1,58920.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79794,172.16.0.1-192.168.10.50-58946-80-6,172.16.0.1,58946.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79796,172.16.0.1-192.168.10.50-58960-80-6,172.16.0.1,58960.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79798,172.16.0.1-192.168.10.50-58974-80-6,172.16.0.1,58974.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79806,172.16.0.1-192.168.10.50-59002-80-6,172.16.0.1,59002.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79829,172.16.0.1-192.168.10.50-59016-80-6,172.16.0.1,59016.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79881,172.16.0.1-192.168.10.50-59042-80-6,172.16.0.1,59042.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79885,172.16.0.1-192.168.10.50-59056-80-6,172.16.0.1,59056.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79892,172.16.0.1-192.168.10.50-59070-80-6,172.16.0.1,59070.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79897,172.16.0.1-192.168.10.50-58360-80-6,172.16.0.1,58360.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79905,172.16.0.1-192.168.10.50-59096-80-6,172.16.0.1,59096.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79909,172.16.0.1-192.168.10.50-59110-80-6,172.16.0.1,59110.0,192.168.10.50,80.0,6.0,6/7/2017 10:26,Web Attack – XSS
79925,172.16.0.1-192.168.10.50-59150-80-6,172.16.0.1,59150.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79949,172.16.0.1-192.168.10.50-59178-80-6,172.16.0.1,59178.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79963,172.16.0.1-192.168.10.50-59192-80-6,172.16.0.1,59192.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79968,172.16.0.1-192.168.10.50-59206-80-6,172.16.0.1,59206.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79975,172.16.0.1-192.168.10.50-59220-80-6,172.16.0.1,59220.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79984,172.16.0.1-192.168.10.50-59246-80-6,172.16.0.1,59246.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79986,172.16.0.1-192.168.10.50-59260-80-6,172.16.0.1,59260.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79990,172.16.0.1-192.168.10.50-59274-80-6,172.16.0.1,59274.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
79999,172.16.0.1-192.168.10.50-59300-80-6,172.16.0.1,59300.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80002,172.16.0.1-192.168.10.50-59314-80-6,172.16.0.1,59314.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80006,172.16.0.1-192.168.10.50-59328-80-6,172.16.0.1,59328.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80013,172.16.0.1-192.168.10.50-59354-80-6,172.16.0.1,59354.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80015,172.16.0.1-192.168.10.50-59368-80-6,172.16.0.1,59368.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80018,172.16.0.1-192.168.10.50-59382-80-6,172.16.0.1,59382.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80022,172.16.0.1-192.168.10.50-59408-80-6,172.16.0.1,59408.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80026,172.16.0.1-192.168.10.50-59422-80-6,172.16.0.1,59422.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80059,172.16.0.1-192.168.10.50-59462-80-6,172.16.0.1,59462.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80077,172.16.0.1-192.168.10.50-59476-80-6,172.16.0.1,59476.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80128,172.16.0.1-192.168.10.50-59502-80-6,172.16.0.1,59502.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80134,172.16.0.1-192.168.10.50-59516-80-6,172.16.0.1,59516.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80138,172.16.0.1-192.168.10.50-59530-80-6,172.16.0.1,59530.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80149,172.16.0.1-192.168.10.50-59556-80-6,172.16.0.1,59556.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80218,172.16.0.1-192.168.10.50-59570-80-6,172.16.0.1,59570.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80254,172.16.0.1-192.168.10.50-59584-80-6,172.16.0.1,59584.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80265,172.16.0.1-192.168.10.50-59610-80-6,172.16.0.1,59610.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80267,172.16.0.1-192.168.10.50-59624-80-6,172.16.0.1,59624.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80354,172.16.0.1-192.168.10.50-59664-80-6,172.16.0.1,59664.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80382,172.16.0.1-192.168.10.50-59678-80-6,172.16.0.1,59678.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80547,172.16.0.1-192.168.10.50-59704-80-6,172.16.0.1,59704.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80662,172.16.0.1-192.168.10.50-59718-80-6,172.16.0.1,59718.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80696,172.16.0.1-192.168.10.50-59732-80-6,172.16.0.1,59732.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80725,172.16.0.1-192.168.10.50-59758-80-6,172.16.0.1,59758.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80732,172.16.0.1-192.168.10.50-59042-80-6,172.16.0.1,59042.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80736,172.16.0.1-192.168.10.50-59772-80-6,172.16.0.1,59772.0,192.168.10.50,80.0,6.0,6/7/2017 10:27,Web Attack – XSS
80743,172.16.0.1-192.168.10.50-59786-80-6,172.16.0.1,59786.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80763,172.16.0.1-192.168.10.50-59812-80-6,172.16.0.1,59812.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80781,172.16.0.1-192.168.10.50-59852-80-6,172.16.0.1,59852.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80786,172.16.0.1-192.168.10.50-59866-80-6,172.16.0.1,59866.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80792,172.16.0.1-192.168.10.50-59880-80-6,172.16.0.1,59880.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80802,172.16.0.1-192.168.10.50-59906-80-6,172.16.0.1,59906.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80805,172.16.0.1-192.168.10.50-59920-80-6,172.16.0.1,59920.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80807,172.16.0.1-192.168.10.50-59934-80-6,172.16.0.1,59934.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80813,172.16.0.1-192.168.10.50-59960-80-6,172.16.0.1,59960.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80819,172.16.0.1-192.168.10.50-59974-80-6,172.16.0.1,59974.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80826,172.16.0.1-192.168.10.50-59988-80-6,172.16.0.1,59988.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80866,172.16.0.1-192.168.10.50-60014-80-6,172.16.0.1,60014.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80872,172.16.0.1-192.168.10.50-60028-80-6,172.16.0.1,60028.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80889,172.16.0.1-192.168.10.50-60042-80-6,172.16.0.1,60042.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80893,172.16.0.1-192.168.10.50-60056-80-6,172.16.0.1,60056.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80921,172.16.0.1-192.168.10.50-60084-80-6,172.16.0.1,60084.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80968,172.16.0.1-192.168.10.50-60136-80-6,172.16.0.1,60136.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
80969,172.16.0.1-192.168.10.50-60134-80-6,172.16.0.1,60134.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81016,172.16.0.1-192.168.10.50-60154-80-6,172.16.0.1,60154.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81021,172.16.0.1-192.168.10.50-60180-80-6,172.16.0.1,60180.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81022,172.16.0.1-192.168.10.50-60194-80-6,172.16.0.1,60194.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81027,172.16.0.1-192.168.10.50-60220-80-6,172.16.0.1,60220.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81150,172.16.0.1-192.168.10.50-60260-80-6,172.16.0.1,60260.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81222,172.16.0.1-192.168.10.50-60274-80-6,172.16.0.1,60274.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81248,172.16.0.1-192.168.10.50-60288-80-6,172.16.0.1,60288.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81370,172.16.0.1-192.168.10.50-60314-80-6,172.16.0.1,60314.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81406,172.16.0.1-192.168.10.50-60328-80-6,172.16.0.1,60328.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81429,172.16.0.1-192.168.10.50-60342-80-6,172.16.0.1,60342.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81441,172.16.0.1-192.168.10.50-60356-80-6,172.16.0.1,60356.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81469,172.16.0.1-192.168.10.50-60384-80-6,172.16.0.1,60384.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81486,172.16.0.1-192.168.10.50-60424-80-6,172.16.0.1,60424.0,192.168.10.50,80.0,6.0,6/7/2017 10:28,Web Attack – XSS
81489,172.16.0.1-192.168.10.50-60438-80-6,172.16.0.1,60438.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81504,172.16.0.1-192.168.10.50-60464-80-6,172.16.0.1,60464.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81507,172.16.0.1-192.168.10.50-60478-80-6,172.16.0.1,60478.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81511,172.16.0.1-192.168.10.50-59732-80-6,172.16.0.1,59732.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81518,172.16.0.1-192.168.10.50-60504-80-6,172.16.0.1,60504.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81520,172.16.0.1-192.168.10.50-60518-80-6,172.16.0.1,60518.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81524,172.16.0.1-192.168.10.50-60532-80-6,172.16.0.1,60532.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81609,172.16.0.1-192.168.10.50-60558-80-6,172.16.0.1,60558.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81693,172.16.0.1-192.168.10.50-60572-80-6,172.16.0.1,60572.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81804,172.16.0.1-192.168.10.50-60598-80-6,172.16.0.1,60598.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81824,172.16.0.1-192.168.10.50-60612-80-6,172.16.0.1,60612.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81829,172.16.0.1-192.168.10.50-60626-80-6,172.16.0.1,60626.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81843,172.16.0.1-192.168.10.50-60652-80-6,172.16.0.1,60652.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81847,172.16.0.1-192.168.10.50-60666-80-6,172.16.0.1,60666.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81852,172.16.0.1-192.168.10.50-60692-80-6,172.16.0.1,60692.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81855,172.16.0.1-192.168.10.50-60706-80-6,172.16.0.1,60706.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81864,172.16.0.1-192.168.10.50-60734-80-6,172.16.0.1,60734.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81870,172.16.0.1-192.168.10.50-60748-80-6,172.16.0.1,60748.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81875,172.16.0.1-192.168.10.50-60762-80-6,172.16.0.1,60762.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81890,172.16.0.1-192.168.10.50-60788-80-6,172.16.0.1,60788.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81894,172.16.0.1-192.168.10.50-60802-80-6,172.16.0.1,60802.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81897,172.16.0.1-192.168.10.50-60816-80-6,172.16.0.1,60816.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81901,172.16.0.1-192.168.10.50-60842-80-6,172.16.0.1,60842.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81904,172.16.0.1-192.168.10.50-60856-80-6,172.16.0.1,60856.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81916,172.16.0.1-192.168.10.50-60882-80-6,172.16.0.1,60882.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81941,172.16.0.1-192.168.10.50-60922-80-6,172.16.0.1,60922.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81964,172.16.0.1-192.168.10.50-60936-80-6,172.16.0.1,60936.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
81990,172.16.0.1-192.168.10.50-60950-80-6,172.16.0.1,60950.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
82020,172.16.0.1-192.168.10.50-60990-80-6,172.16.0.1,60990.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
82039,172.16.0.1-192.168.10.50-32784-80-6,172.16.0.1,32784.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
82048,172.16.0.1-192.168.10.50-32798-80-6,172.16.0.1,32798.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
82079,172.16.0.1-192.168.10.50-32812-80-6,172.16.0.1,32812.0,192.168.10.50,80.0,6.0,6/7/2017 10:29,Web Attack – XSS
82237,172.16.0.1-192.168.10.50-32838-80-6,172.16.0.1,32838.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82275,172.16.0.1-192.168.10.50-32852-80-6,172.16.0.1,32852.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82463,172.16.0.1-192.168.10.50-32878-80-6,172.16.0.1,32878.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82490,172.16.0.1-192.168.10.50-32892-80-6,172.16.0.1,32892.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82526,172.16.0.1-192.168.10.50-32906-80-6,172.16.0.1,32906.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82625,172.16.0.1-192.168.10.50-32932-80-6,172.16.0.1,32932.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82657,172.16.0.1-192.168.10.50-60464-80-6,172.16.0.1,60464.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82658,172.16.0.1-192.168.10.50-32946-80-6,172.16.0.1,32946.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82661,172.16.0.1-192.168.10.50-32960-80-6,172.16.0.1,32960.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82667,172.16.0.1-192.168.10.50-32974-80-6,172.16.0.1,32974.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82688,172.16.0.1-192.168.10.50-32988-80-6,172.16.0.1,32988.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82696,172.16.0.1-192.168.10.50-33002-80-6,172.16.0.1,33002.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82707,172.16.0.1-192.168.10.50-33028-80-6,172.16.0.1,33028.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82711,172.16.0.1-192.168.10.50-33042-80-6,172.16.0.1,33042.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82726,172.16.0.1-192.168.10.50-33068-80-6,172.16.0.1,33068.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82727,172.16.0.1-192.168.10.50-33082-80-6,172.16.0.1,33082.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82731,172.16.0.1-192.168.10.50-33096-80-6,172.16.0.1,33096.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82737,172.16.0.1-192.168.10.50-33122-80-6,172.16.0.1,33122.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82742,172.16.0.1-192.168.10.50-33136-80-6,172.16.0.1,33136.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82761,172.16.0.1-192.168.10.50-33162-80-6,172.16.0.1,33162.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82764,172.16.0.1-192.168.10.50-33176-80-6,172.16.0.1,33176.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82775,172.16.0.1-192.168.10.50-33202-80-6,172.16.0.1,33202.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82777,172.16.0.1-192.168.10.50-33216-80-6,172.16.0.1,33216.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82779,172.16.0.1-192.168.10.50-33230-80-6,172.16.0.1,33230.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82787,172.16.0.1-192.168.10.50-33256-80-6,172.16.0.1,33256.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82792,172.16.0.1-192.168.10.50-33270-80-6,172.16.0.1,33270.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82818,172.16.0.1-192.168.10.50-33296-80-6,172.16.0.1,33296.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82835,172.16.0.1-192.168.10.50-33324-80-6,172.16.0.1,33324.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82853,172.16.0.1-192.168.10.50-33350-80-6,172.16.0.1,33350.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82859,172.16.0.1-192.168.10.50-33364-80-6,172.16.0.1,33364.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82862,172.16.0.1-192.168.10.50-33378-80-6,172.16.0.1,33378.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82893,172.16.0.1-192.168.10.50-33404-80-6,172.16.0.1,33404.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
82899,172.16.0.1-192.168.10.50-33418-80-6,172.16.0.1,33418.0,192.168.10.50,80.0,6.0,6/7/2017 10:30,Web Attack – XSS
